site,visit_date,datum,am_date,factor,count,species,alive,dead,uid,geometry,lon_gda94,lat_gda94,alv_prop,ded_prop,total_prop,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot
GRE3_2_2,2000-08-24,GDA94,20000824,0.25,3,Eucalyptus tectifica,43,0.0,795,POINT (130.4384530742014 -15.91934258505875),130.43845307420142,-15.919342585058748,0.2517417013055442,0.0,0.22773011333545173,14.333333333333334,0.0,14.333333333333334,3.5833333333333335,0.0,3.5833333333333335
GRE3_2_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia terminalis,27,0.0,796,POINT (130.4384530742014 -15.91934258505875),130.43845307420142,-15.919342585058748,0.15807037058720216,0.0,0.14299332697807435,9.0,0.0,9.0,2.25,0.0,2.25
GRE3_2_2,2000-08-24,GDA94,20000824,0.25,3,others,63,0.0,797,POINT (130.4384530742014 -15.91934258505875),130.43845307420142,-15.919342585058748,0.3688308647034717,0.0,0.3336510962821735,21.0,0.0,21.0,5.25,0.0,5.25
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia terminalis,10,0.0,798,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,0.8333333333333334,0.0,0.8333333333333334
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Eucalyptus tectifica,39,0.0,799,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.2283238686259587,0.0,0.2065459167461074,13.0,0.0,13.0,3.25,0.0,3.25
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Terminalia arostrata,7,0.0,800,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,0.5833333333333334,0.0,0.5833333333333334
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,others,43,0.0,801,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.2517417013055442,0.0,0.22773011333545173,14.333333333333334,0.0,14.333333333333334,3.5833333333333335,0.0,3.5833333333333335
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,dead,0,5.0,802,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,6.666666666666667,6.666666666666667
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Terminalia platyptera,6,0.0,803,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,0.5,0.0,0.5
GRE4_2_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca viridiflora,105,0.0,804,POINT (130.3630291768292 -15.59481153414553),130.36302917682923,-15.594811534145533,0.6147181078391195,0.0,0.5560851604702891,35.0,0.0,35.0,8.75,0.0,8.75
GRE4_2_2,2000-08-25,GDA94,20000825,0.25,3,others,11,0.0,805,POINT (130.3630291768292 -15.59481153414553),130.36302917682923,-15.594811534145533,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666
GRE4_2_2,2000-08-25,GDA94,20000825,0.25,3,dead,0,10.0,806,POINT (130.3630291768292 -15.59481153414553),130.36302917682923,-15.594811534145533,0.0,0.5552470849528041,0.05296049147336088,0.0,3.3333333333333335,3.3333333333333335,0.0,13.333333333333334,13.333333333333334
GRE4_1_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca viridiflora,83,0.0,807,POINT (130.3621154777939 -15.59484431323343),130.3621154777939,-15.594844313233432,0.48592002810139917,0.0,0.4395720792288953,27.666666666666668,0.0,27.666666666666668,6.916666666666667,0.0,6.916666666666667
GRE4_1_2,2000-08-25,GDA94,20000825,0.25,3,others,12,0.0,808,POINT (130.3621154777939 -15.59484431323343),130.3621154777939,-15.594844313233432,0.07025349803875652,0.0,0.06355258976803305,4.0,0.0,4.0,1.0,0.0,1.0
GRE4_1_2,2000-08-25,GDA94,20000825,0.25,3,dead,0,10.0,809,POINT (130.3621154777939 -15.59484431323343),130.3621154777939,-15.594844313233432,0.0,0.5552470849528041,0.05296049147336088,0.0,3.3333333333333335,3.3333333333333335,0.0,13.333333333333334,13.333333333333334
GRE5_2_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca sp.,109,0.0,810,POINT (130.2387202553326 -15.64684282959794),130.23872025533262,-15.646842829597938,0.638135940518705,0.0,0.5772693570596336,36.333333333333336,0.0,36.333333333333336,9.083333333333334,0.0,9.083333333333334
GRE5_2_2,2000-08-25,GDA94,20000825,0.25,3,C. fraseri,33,0.0,811,POINT (130.2387202553326 -15.64684282959794),130.23872025533262,-15.646842829597938,0.19319711960658043,0.0,0.17476962186209088,11.0,0.0,11.0,2.75,0.0,2.75
GRE5_2_2,2000-08-25,GDA94,20000825,0.25,3,dead,0,5.0,812,POINT (130.2387202553326 -15.64684282959794),130.23872025533262,-15.646842829597938,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,6.666666666666667,6.666666666666667
GRE5_2_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca minutifolia,7,0.0,813,POINT (130.2387202553326 -15.64684282959794),130.23872025533262,-15.646842829597938,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,0.5833333333333334,0.0,0.5833333333333334
GRE5_2_2,2000-08-25,GDA94,20000825,0.25,3,others,3,0.0,814,POINT (130.2387202553326 -15.64684282959794),130.23872025533262,-15.646842829597938,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.25,0.0,0.25
GRE5_1_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca sp.,152,0.0,815,POINT (130.2396063700781 -15.64682878083615),130.23960637007806,-15.646828780836154,0.8898776418242491,0.0,0.8049994703950852,50.666666666666664,0.0,50.666666666666664,12.666666666666666,0.0,12.666666666666666
GRE5_1_2,2000-08-25,GDA94,20000825,0.25,3,others,20,0.0,816,POINT (130.2396063700781 -15.64682878083615),130.23960637007806,-15.646828780836154,0.11708916339792752,0.0,0.10592098294672175,6.666666666666667,0.0,6.666666666666667,1.6666666666666667,0.0,1.6666666666666667
GRE5_1_2,2000-08-25,GDA94,20000825,0.25,3,dead,0,11.0,817,POINT (130.2396063700781 -15.64682878083615),130.23960637007806,-15.646828780836154,0.0,0.6107717934480844,0.05825654062069696,0.0,3.6666666666666665,3.6666666666666665,0.0,14.666666666666666,14.666666666666666
GRE5_1_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca minutifolia,2,0.0,818,POINT (130.2396063700781 -15.64682878083615),130.23960637007806,-15.646828780836154,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
GRE6_2_2,2000-08-26,GDA94,20000826,0.25,3,Eucalyptus pruinosa,61,0.0,819,POINT (129.7006484461892 -15.8817865710718),129.70064844618918,-15.881786571071801,0.35712194836367894,0.0,0.3230589979875014,20.333333333333332,0.0,20.333333333333332,5.083333333333333,0.0,5.083333333333333
GRE6_2_2,2000-08-26,GDA94,20000826,0.25,3,E. chlorostachys,3,0.0,820,POINT (129.7006484461892 -15.8817865710718),129.70064844618918,-15.881786571071801,0.01756337450968913,0.0,0.01588814744200826,1.0,0.0,1.0,0.25,0.0,0.25
GRE6_2_2,2000-08-26,GDA94,20000826,0.25,3,others,22,0.0,821,POINT (129.7006484461892 -15.8817865710718),129.70064844618918,-15.881786571071801,0.12879807973772026,0.0,0.11651308124139392,7.333333333333333,0.0,7.333333333333333,1.8333333333333333,0.0,1.8333333333333333
GRE6_2_2,2000-08-26,GDA94,20000826,0.25,3,dead,0,13.0,822,POINT (129.7006484461892 -15.8817865710718),129.70064844618918,-15.881786571071801,0.0,0.7218212104386451,0.06884863891536913,0.0,4.333333333333333,4.333333333333333,0.0,17.333333333333332,17.333333333333332
GRE6_2_2,2000-08-26,GDA94,20000826,0.25,3,Melaleuca minutifolia,4,0.0,823,POINT (129.7006484461892 -15.8817865710718),129.70064844618918,-15.881786571071801,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
GRE6_1_2,2000-08-26,GDA94,20000826,0.25,3,Eucalyptus pruinosa,39,0.0,824,POINT (129.6997623013463 -15.88213295649335),129.69976230134634,-15.882132956493345,0.2283238686259587,0.0,0.2065459167461074,13.0,0.0,13.0,3.25,0.0,3.25
GRE6_1_2,2000-08-26,GDA94,20000826,0.25,3,Melaleuca minutifolia,6,0.0,825,POINT (129.6997623013463 -15.88213295649335),129.69976230134634,-15.882132956493345,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,0.5,0.0,0.5
GRE6_1_2,2000-08-26,GDA94,20000826,0.25,3,others,11,0.0,826,POINT (129.6997623013463 -15.88213295649335),129.69976230134634,-15.882132956493345,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666
GRE6_1_2,2000-08-26,GDA94,20000826,0.25,3,dead,0,16.0,827,POINT (129.6997623013463 -15.88213295649335),129.69976230134634,-15.882132956493345,0.0,0.8883953359244865,0.08473678635737739,0.0,5.333333333333333,5.333333333333333,0.0,21.333333333333332,21.333333333333332
GRE6_1_2,2000-08-26,GDA94,20000826,0.25,3,Hakea arborescens,7,0.0,828,POINT (129.6997623013463 -15.88213295649335),129.69976230134634,-15.882132956493345,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,0.5833333333333334,0.0,0.5833333333333334
GRE7_2_2,2000-08-28,GDA94,20000828,0.25,3,Terminalia volucris,18,0.0,829,POINT (129.0182640138233 -16.19236314368075),129.01826401382328,-16.192363143680755,0.10538024705813477,0.0,0.09532888465204957,6.0,0.0,6.0,1.5,0.0,1.5
GRE7_2_2,2000-08-28,GDA94,20000828,0.25,3,Lysiphyllum cunninghamii,16,0.0,830,POINT (129.0182640138233 -16.19236314368075),129.01826401382328,-16.192363143680755,0.09367133071834201,0.0,0.08473678635737739,5.333333333333333,0.0,5.333333333333333,1.3333333333333333,0.0,1.3333333333333333
GRE7_2_2,2000-08-28,GDA94,20000828,0.25,3,others,11,0.0,831,POINT (129.0182640138233 -16.19236314368075),129.01826401382328,-16.192363143680755,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666
GRE7_2_2,2000-08-28,GDA94,20000828,0.25,3,dead,0,4.0,832,POINT (129.0182640138233 -16.19236314368075),129.01826401382328,-16.192363143680755,0.0,0.22209883398112162,0.021184196589344347,0.0,1.3333333333333333,1.3333333333333333,0.0,5.333333333333333,5.333333333333333
GRE7_2_2,2000-08-28,GDA94,20000828,0.25,3,Corymbia terminalis,5,0.0,833,POINT (129.0182640138233 -16.19236314368075),129.01826401382328,-16.192363143680755,0.02927229084948188,0.0,0.02648024573668044,1.6666666666666667,0.0,1.6666666666666667,0.4166666666666667,0.0,0.4166666666666667
GRE7_1_2,2000-08-28,GDA94,20000828,0.25,3,Lysiphyllum cunninghamii,26,0.0,834,POINT (129.018338926684 -16.19310443561099),129.01833892668398,-16.193104435610994,0.15221591241730578,0.0,0.13769727783073826,8.666666666666666,0.0,8.666666666666666,2.1666666666666665,0.0,2.1666666666666665
GRE7_1_2,2000-08-28,GDA94,20000828,0.25,3,Terminalia volucris,11,0.0,835,POINT (129.018338926684 -16.19310443561099),129.01833892668398,-16.193104435610994,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666
GRE7_1_2,2000-08-28,GDA94,20000828,0.25,3,others,12,0.0,836,POINT (129.018338926684 -16.19310443561099),129.01833892668398,-16.193104435610994,0.07025349803875652,0.0,0.06355258976803305,4.0,0.0,4.0,1.0,0.0,1.0
GRE7_1_2,2000-08-28,GDA94,20000828,0.25,3,dead,0,2.0,837,POINT (129.018338926684 -16.19310443561099),129.01833892668398,-16.193104435610994,0.0,0.11104941699056081,0.010592098294672173,0.0,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,2.6666666666666665
GRE8_2_2,2000-08-29,GDA94,20000829,0.25,3,Corymbia terminalis,24,0.0,838,POINT (129.0628570713665 -16.2366787285065),129.06285707136647,-16.236678728506497,0.14050699607751305,0.0,0.1271051795360661,8.0,0.0,8.0,2.0,0.0,2.0
GRE8_2_2,2000-08-29,GDA94,20000829,0.25,3,Eucalyptus pruinosa,16,0.0,839,POINT (129.0628570713665 -16.2366787285065),129.06285707136647,-16.236678728506497,0.09367133071834201,0.0,0.08473678635737739,5.333333333333333,0.0,5.333333333333333,1.3333333333333333,0.0,1.3333333333333333
GRE8_2_2,2000-08-29,GDA94,20000829,0.25,3,Acacia holosericea,15,0.0,840,POINT (129.0628570713665 -16.2366787285065),129.06285707136647,-16.236678728506497,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,1.25,0.0,1.25
GRE8_2_2,2000-08-29,GDA94,20000829,0.25,3,others,30,0.0,841,POINT (129.0628570713665 -16.2366787285065),129.06285707136647,-16.236678728506497,0.17563374509689128,0.0,0.15888147442008263,10.0,0.0,10.0,2.5,0.0,2.5
GRE8_2_2,2000-08-29,GDA94,20000829,0.25,3,dead,0,6.0,842,POINT (129.0628570713665 -16.2366787285065),129.06285707136647,-16.236678728506497,0.0,0.3331482509716824,0.03177629488401652,0.0,2.0,2.0,0.0,8.0,8.0
GRE8_1_2,2000-08-29,GDA94,20000829,0.25,3,Corymbia terminalis,27,0.0,843,POINT (129.0648217453236 -16.23539443034314),129.0648217453236,-16.23539443034314,0.15807037058720216,0.0,0.14299332697807435,9.0,0.0,9.0,2.25,0.0,2.25
GRE8_1_2,2000-08-29,GDA94,20000829,0.25,3,others,29,0.0,844,POINT (129.0648217453236 -16.23539443034314),129.0648217453236,-16.23539443034314,0.1697792869269949,0.0,0.15358542527274655,9.666666666666666,0.0,9.666666666666666,2.4166666666666665,0.0,2.4166666666666665
GRE8_1_2,2000-08-29,GDA94,20000829,0.25,3,dead,0,1.0,845,POINT (129.0648217453236 -16.23539443034314),129.0648217453236,-16.23539443034314,0.0,0.055524708495280406,0.005296049147336087,0.0,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333
GRE8_1_2,2000-08-29,GDA94,20000829,0.25,3,Eucalyptus pruinosa,7,0.0,846,POINT (129.0648217453236 -16.23539443034314),129.0648217453236,-16.23539443034314,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,0.5833333333333334,0.0,0.5833333333333334
GRE8_1_2,2000-08-29,GDA94,20000829,0.25,3,Acacia holosericea,4,0.0,847,POINT (129.0648217453236 -16.23539443034314),129.0648217453236,-16.23539443034314,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
GRE9_2_2,2000-08-29,GDA94,20000829,0.25,3,Terminalia volucris,30,0.0,848,POINT (129.0183104045223 -16.48848062063784),129.01831040452234,-16.488480620637844,0.17563374509689128,0.0,0.15888147442008263,10.0,0.0,10.0,2.5,0.0,2.5
GRE9_2_2,2000-08-29,GDA94,20000829,0.25,3,Terminalia arostrata,11,0.0,849,POINT (129.0183104045223 -16.48848062063784),129.01831040452234,-16.488480620637844,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666
GRE9_2_2,2000-08-29,GDA94,20000829,0.25,3,Lysiphyllum cunninghamii,29,0.0,850,POINT (129.0183104045223 -16.48848062063784),129.01831040452234,-16.488480620637844,0.1697792869269949,0.0,0.15358542527274655,9.666666666666666,0.0,9.666666666666666,2.4166666666666665,0.0,2.4166666666666665
GRE9_2_2,2000-08-29,GDA94,20000829,0.25,3,others,4,0.0,851,POINT (129.0183104045223 -16.48848062063784),129.01831040452234,-16.488480620637844,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
GRE9_1_2,2000-08-29,GDA94,20000829,0.25,3,Lysiphyllum cunninghamii,50,0.0,852,POINT (129.018544574707 -16.48774836213254),129.01854457470697,-16.48774836213254,0.2927229084948188,0.0,0.26480245736680436,16.666666666666668,0.0,16.666666666666668,4.166666666666667,0.0,4.166666666666667
GRE9_1_2,2000-08-29,GDA94,20000829,0.25,3,Terminalia volucris,32,0.0,853,POINT (129.018544574707 -16.48774836213254),129.01854457470697,-16.48774836213254,0.18734266143668402,0.0,0.16947357271475477,10.666666666666666,0.0,10.666666666666666,2.6666666666666665,0.0,2.6666666666666665
GRE9_1_2,2000-08-29,GDA94,20000829,0.25,3,others,12,0.0,854,POINT (129.018544574707 -16.48774836213254),129.01854457470697,-16.48774836213254,0.07025349803875652,0.0,0.06355258976803305,4.0,0.0,4.0,1.0,0.0,1.0
GRE10_2_2,2000-08-30,GDA94,20000830,0.25,3,Corymbia dichromphloia,74,0.0,855,POINT (129.5342887185345 -17.65079231443757),129.53428871853453,-17.650792314437567,0.4332299045723318,0.0,0.3919076369028705,24.666666666666668,0.0,24.666666666666668,6.166666666666667,0.0,6.166666666666667
GRE10_2_2,2000-08-30,GDA94,20000830,0.25,3,others,2,0.0,856,POINT (129.5342887185345 -17.65079231443757),129.53428871853453,-17.650792314437567,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
GRE10_2_2,2000-08-30,GDA94,20000830,0.25,3,dead,0,1.0,857,POINT (129.5342887185345 -17.65079231443757),129.53428871853453,-17.650792314437567,0.0,0.055524708495280406,0.005296049147336087,0.0,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333
GRE10_1_2,2000-08-30,GDA94,20000830,0.25,3,Corymbia dichromphloia,84,0.0,858,POINT (129.5333080569765 -17.65072266210495),129.53330805697647,-17.65072266210495,0.49177448627129555,0.0,0.44486812837623135,28.0,0.0,28.0,7.0,0.0,7.0
GRE10_1_2,2000-08-30,GDA94,20000830,0.25,3,Eucalyptus brevifolia,4,0.0,859,POINT (129.5333080569765 -17.65072266210495),129.53330805697647,-17.65072266210495,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
GRE10_1_2,2000-08-30,GDA94,20000830,0.25,3,others,2,0.0,860,POINT (129.5333080569765 -17.65072266210495),129.53330805697647,-17.65072266210495,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
GRE10_1_2,2000-08-30,GDA94,20000830,0.25,3,dead,0,6.0,861,POINT (129.5333080569765 -17.65072266210495),129.53330805697647,-17.65072266210495,0.0,0.3331482509716824,0.03177629488401652,0.0,2.0,2.0,0.0,8.0,8.0
GRE11_2_2,2000-08-30,GDA94,20000830,0.25,3,Eucalyptus brevifolia,141,0.0,862,POINT (129.5524403380873 -17.6983303648298),129.55244033808728,-17.698330364829797,0.825478601955389,0.0,0.7467429297743883,47.0,0.0,47.0,11.75,0.0,11.75
GRE11_2_2,2000-08-30,GDA94,20000830,0.25,3,dead,0,32.0,863,POINT (129.5524403380873 -17.6983303648298),129.55244033808728,-17.698330364829797,0.0,1.776790671848973,0.16947357271475477,0.0,10.666666666666666,10.666666666666666,0.0,42.666666666666664,42.666666666666664
GRE11_1_2,2000-08-30,GDA94,20000830,0.25,3,Eucalyptus brevifolia,129,0.0,864,POINT (129.5516194727012 -17.69817901444694),129.55161947270122,-17.698179014446943,0.7552251039166324,0.0,0.6831903400063553,43.0,0.0,43.0,10.75,0.0,10.75
GRE11_1_2,2000-08-30,GDA94,20000830,0.25,3,dead,0,37.0,865,POINT (129.5516194727012 -17.69817901444694),129.55161947270122,-17.698179014446943,0.0,2.0544142143253747,0.19595381845143525,0.0,12.333333333333334,12.333333333333334,0.0,49.333333333333336,49.333333333333336
GRE12_2_2,2000-09-01,GDA94,20000901,0.25,3,Corymbia terminalis,57,0.0,866,POINT (131.6499525537135 -16.73499272800141),131.64995255371355,-16.73499272800141,0.33370411568409347,0.0,0.301874801398157,19.0,0.0,19.0,4.75,0.0,4.75
GRE12_2_2,2000-09-01,GDA94,20000901,0.25,3,Lysiphyllum cunninghamii,10,0.0,867,POINT (131.6499525537135 -16.73499272800141),131.64995255371355,-16.73499272800141,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,0.8333333333333334,0.0,0.8333333333333334
GRE12_2_2,2000-09-01,GDA94,20000901,0.25,3,others,19,0.0,868,POINT (131.6499525537135 -16.73499272800141),131.64995255371355,-16.73499272800141,0.11123470522803114,0.0,0.10062493379938565,6.333333333333333,0.0,6.333333333333333,1.5833333333333333,0.0,1.5833333333333333
GRE12_2_2,2000-09-01,GDA94,20000901,0.25,3,dead,0,1.0,869,POINT (131.6499525537135 -16.73499272800141),131.64995255371355,-16.73499272800141,0.0,0.055524708495280406,0.005296049147336087,0.0,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333
GRE12_1_2,2000-09-01,GDA94,20000901,0.25,3,Corymbia terminalis,44,0.0,870,POINT (131.6507916135742 -16.73466584290975),131.6507916135742,-16.734665842909752,0.2575961594754405,0.0,0.23302616248278785,14.666666666666666,0.0,14.666666666666666,3.6666666666666665,0.0,3.6666666666666665
GRE12_1_2,2000-09-01,GDA94,20000901,0.25,3,others,50,0.0,871,POINT (131.6507916135742 -16.73466584290975),131.6507916135742,-16.734665842909752,0.2927229084948188,0.0,0.26480245736680436,16.666666666666668,0.0,16.666666666666668,4.166666666666667,0.0,4.166666666666667
GRE12_1_2,2000-09-01,GDA94,20000901,0.25,3,dead,0,8.0,872,POINT (131.6507916135742 -16.73466584290975),131.6507916135742,-16.734665842909752,0.0,0.44419766796224325,0.04236839317868869,0.0,2.6666666666666665,2.6666666666666665,0.0,10.666666666666666,10.666666666666666
GRE13_2_2,2000-09-01,GDA94,20000901,0.25,3,Eucalyptus pruinosa,17,0.0,873,POINT (131.7395791871296 -16.5023083438111),131.73957918712958,-16.5023083438111,0.0995257888882384,0.0,0.09003283550471348,5.666666666666667,0.0,5.666666666666667,1.4166666666666667,0.0,1.4166666666666667
GRE13_2_2,2000-09-01,GDA94,20000901,0.25,3,Terminalia arostrata,36,0.0,874,POINT (131.7395791871296 -16.5023083438111),131.73957918712958,-16.5023083438111,0.21076049411626954,0.0,0.19065776930409914,12.0,0.0,12.0,3.0,0.0,3.0
GRE13_2_2,2000-09-01,GDA94,20000901,0.25,3,others,4,0.0,875,POINT (131.7395791871296 -16.5023083438111),131.73957918712958,-16.5023083438111,0.023417832679585502,0.0,0.021184196589344347,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
GRE13_2_2,2000-09-01,GDA94,20000901,0.25,3,Corymbia terminalis,2,0.0,876,POINT (131.7395791871296 -16.5023083438111),131.73957918712958,-16.5023083438111,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
GRE13_2_2,2000-09-01,GDA94,20000901,0.25,3,dead,0,2.0,877,POINT (131.7395791871296 -16.5023083438111),131.73957918712958,-16.5023083438111,0.0,0.11104941699056081,0.010592098294672173,0.0,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,2.6666666666666665
GRE13_1_2,2000-09-01,GDA94,20000901,0.25,3,Eucalyptus pruinosa,39,0.0,878,POINT (131.7392397551973 -16.50280048211758),131.7392397551973,-16.502800482117582,0.2283238686259587,0.0,0.2065459167461074,13.0,0.0,13.0,3.25,0.0,3.25
GRE13_1_2,2000-09-01,GDA94,20000901,0.25,3,Corymbia terminalis,18,0.0,879,POINT (131.7392397551973 -16.50280048211758),131.7392397551973,-16.502800482117582,0.10538024705813477,0.0,0.09532888465204957,6.0,0.0,6.0,1.5,0.0,1.5
GRE13_1_2,2000-09-01,GDA94,20000901,0.25,3,others,19,0.0,880,POINT (131.7392397551973 -16.50280048211758),131.7392397551973,-16.502800482117582,0.11123470522803114,0.0,0.10062493379938565,6.333333333333333,0.0,6.333333333333333,1.5833333333333333,0.0,1.5833333333333333
GRE13_1_2,2000-09-01,GDA94,20000901,0.25,3,dead,0,10.0,881,POINT (131.7392397551973 -16.50280048211758),131.7392397551973,-16.502800482117582,0.0,0.5552470849528041,0.05296049147336088,0.0,3.3333333333333335,3.3333333333333335,0.0,13.333333333333334,13.333333333333334
GRE13_1_2,2000-09-01,GDA94,20000901,0.25,3,Terminalia arostrata,16,0.0,882,POINT (131.7392397551973 -16.50280048211758),131.7392397551973,-16.502800482117582,0.09367133071834201,0.0,0.08473678635737739,5.333333333333333,0.0,5.333333333333333,1.3333333333333333,0.0,1.3333333333333333
GRE14_1_2,2000-09-02,GDA94,20000902,0.25,3,Corymbia dichromphloia,119,0.0,883,POINT (131.9130965674475 -15.95108256771976),131.9130965674475,-15.951082567719759,0.6966805222176687,0.0,0.6302298485329945,39.666666666666664,0.0,39.666666666666664,9.916666666666666,0.0,9.916666666666666
GRE14_1_2,2000-09-02,GDA94,20000902,0.25,3,others,33,0.0,884,POINT (131.9130965674475 -15.95108256771976),131.9130965674475,-15.951082567719759,0.19319711960658043,0.0,0.17476962186209088,11.0,0.0,11.0,2.75,0.0,2.75
GRE14_1_2,2000-09-02,GDA94,20000902,0.25,3,dead,0,10.0,885,POINT (131.9130965674475 -15.95108256771976),131.9130965674475,-15.951082567719759,0.0,0.5552470849528041,0.05296049147336088,0.0,3.3333333333333335,3.3333333333333335,0.0,13.333333333333334,13.333333333333334
GRE14_1_2,2000-09-02,GDA94,20000902,0.25,3,E. chlorostachys,15,0.0,886,POINT (131.9130965674475 -15.95108256771976),131.9130965674475,-15.951082567719759,0.08781687254844564,0.0,0.07944073721004132,5.0,0.0,5.0,1.25,0.0,1.25
GRE14_2_2,2000-09-02,GDA94,20000902,0.25,3,Corymbia dichromphloia,111,0.0,887,POINT (131.9137917068267 -15.95009787271132),131.9137917068267,-15.95009787271132,0.6498448568584977,0.0,0.5878614553543057,37.0,0.0,37.0,9.25,0.0,9.25
GRE14_2_2,2000-09-02,GDA94,20000902,0.25,3,E. chlorostachys,14,0.0,888,POINT (131.9137917068267 -15.95009787271132),131.9137917068267,-15.95009787271132,0.08196241437854926,0.0,0.07414468806270522,4.666666666666667,0.0,4.666666666666667,1.1666666666666667,0.0,1.1666666666666667
GRE14_2_2,2000-09-02,GDA94,20000902,0.25,3,others,14,0.0,889,POINT (131.9137917068267 -15.95009787271132),131.9137917068267,-15.95009787271132,0.08196241437854926,0.0,0.07414468806270522,4.666666666666667,0.0,4.666666666666667,1.1666666666666667,0.0,1.1666666666666667
GRE14_2_2,2000-09-02,GDA94,20000902,0.25,3,dead,0,12.0,890,POINT (131.9137917068267 -15.95009787271132),131.9137917068267,-15.95009787271132,0.0,0.6662965019433648,0.06355258976803305,0.0,4.0,4.0,0.0,16.0,16.0
GRE14_2_2,2000-09-02,GDA94,20000902,0.25,3,Terminalia platyptera,2,0.0,891,POINT (131.9137917068267 -15.95009787271132),131.9137917068267,-15.95009787271132,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
