site,visit_date,datum,am_date,factor,count,species,alive,dead,uid,geometry,lon_gda94,lat_gda94,alv_prop,ded_prop,total_prop,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot,co_ef_nme,leaves,leaves_r2,twigs,bark,bark_r2,wood,wood_r2,branches,branches_r2,stems,stems_r2,agb,agb_r2,root,root_r2,tot_bm,total_alv_ba,total_ded_ba,total_ba,c_leaves,c_twigs,c_bark,c_wood,c_branches,c_stems,c_agb,c_roots
DD5_1_2,2000-09-13,GDA94,20000913,0.5,3,Corymbia polysciada,39,0.0,461,POINT (131.3065583378531 -13.8420893619316),131.30655833785306,-13.842089361931597,0.2283238686259587,0.0,0.2065459167461074,13.0,0.0,13.0,6.5,0.0,6.5,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.014841051460687316,0.0,0.013425484588496982,1.2485700667302193,1.3022720050842072,5.088258659040356,16.55362249761678,12.552828090244677,21.641881156657135,35.44327931363203,7.276612646965364
DD5_1_2,2000-09-13,GDA94,20000913,0.5,3,Corymbia polycarpa,13,0.0,462,POINT (131.3065583378531 -13.8420893619316),131.30655833785306,-13.842089361931597,0.07610795620865289,0.0,0.06884863891536913,4.333333333333333,0.0,4.333333333333333,2.1666666666666665,0.0,2.1666666666666665,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.001649005717854146,0.0,0.0014917205098329978,0.1387300074144688,0.1446968894538008,0.5653620732267062,1.8392913886240863,1.394758676693853,2.4046534618507924,3.938142145959114,0.8085125163294848
DD5_1_2,2000-09-13,GDA94,20000913,0.5,3,others,28,0.0,463,POINT (131.3065583378531 -13.8420893619316),131.30655833785306,-13.842089361931597,0.16392482875709852,0.0,0.14828937612541043,9.333333333333334,0.0,9.333333333333334,4.666666666666667,0.0,4.666666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0076498253419979316,0.0,0.006920170885852487,0.6435758923842813,0.6712565759276912,2.6227447657380925,8.532570702256116,6.470359778272075,11.155315467994209,18.269251138650564,3.7507326201320477
DD5_1_2,2000-09-13,GDA94,20000913,0.5,3,dead,0,13.0,464,POINT (131.3065583378531 -13.8420893619316),131.30655833785306,-13.842089361931597,0.0,0.7218212104386451,0.06884863891536913,0.0,4.333333333333333,4.333333333333333,0.0,8.666666666666666,8.666666666666666,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.0625578382380159,0.005966882039331991,0.5549200296578752,0.5787875578152032,2.2614482929068247,7.357165554496345,5.579034706775412,9.61861384740317,15.752568583836457,3.2340500653179394
DD5_1_2,2000-09-13,GDA94,20000913,0.5,3,E. chlorostachys,47,0.0,465,POINT (131.3065583378531 -13.8420893619316),131.30655833785306,-13.842089361931597,0.27515953398512966,0.0,0.2489143099247961,15.666666666666666,0.0,15.666666666666666,7.833333333333333,0.0,7.833333333333333,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.021554163495501825,0.0,0.019498287610775693,3.0027362920594567,3.119726017724111,7.818813331921053,20.356212265649823,15.871606115171414,28.175025597570876,47.04936800480175,10.568071885040426
DD6_2_2,2000-09-14,GDA94,20000914,0.75,3,Corymbia grandifolia,23,0.0,466,POINT (130.5015607323075 -13.87212129557226),130.5015607323075,-13.872121295572258,0.13465253790761664,0.0,0.12180913038873001,7.666666666666667,0.0,7.666666666666667,5.75,0.0,5.75,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.007742520929687957,0.0,0.0070040249973519755,0.6513743247537337,0.6793904247431416,2.6545254739963986,8.635962821734985,6.548763372524097,11.290488295731384,18.490625993009214,3.7961815485647707
DD6_2_2,2000-09-14,GDA94,20000914,0.75,3,E. chlorostachys,19,0.0,467,POINT (130.5015607323075 -13.87212129557226),130.5015607323075,-13.872121295572258,0.11123470522803114,0.0,0.10062493379938565,6.333333333333333,0.0,6.333333333333333,4.75,0.0,4.75,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.005283648498331479,0.0,0.004779684355470819,0.736071390742506,0.764749496875331,1.9166534265437982,4.989990467111535,3.8906630653532464,6.906643893655333,11.533378349751086,2.590588920665184
DD6_2_2,2000-09-14,GDA94,20000914,0.75,3,others,81,0.0,468,POINT (130.5015607323075 -13.87212129557226),130.5015607323075,-13.872121295572258,0.47421111176160646,0.0,0.42897998093422307,27.0,0.0,27.0,20.25,0.0,20.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0960277501317253,0.0,0.08686844613918017,8.078765490943756,8.426239275500476,32.92314108674928,107.10879408960915,81.22199714013345,140.03193517635845,229.33269780743564,47.08269780743565
DD6_2_2,2000-09-14,GDA94,20000914,0.75,3,dead,0,6.0,469,POINT (130.5015607323075 -13.87212129557226),130.5015607323075,-13.872121295572258,0.0,0.3331482509716824,0.03177629488401652,0.0,2.0,2.0,0.0,2.6666666666666665,2.6666666666666665,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.008883953359244863,0.0008473678635737738,0.07880521131236097,0.08219468276665606,0.3211524202944603,1.044804575786463,0.7922889524414786,1.3659569960809235,2.237051159834763,0.4592733820569854
DD6_2_2,2000-09-14,GDA94,20000914,0.75,3,Corymbia latifolia,1,0.0,470,POINT (130.5015607323075 -13.87212129557226),130.5015607323075,-13.872121295572258,0.0058544581698963755,0.0,0.005296049147336087,0.3333333333333333,0.0,0.3333333333333333,0.25,0.0,0.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,1.463614542474094e-05,0.0,1.3240122868340216e-05,0.0012313314267556402,0.001284291918229001,0.005018006567100942,0.016325071496663485,0.012379514881898103,0.02134307806376443,0.03495392437241817,0.007176146594640397
DD6_1_2,2000-09-14,GDA94,20000914,0.75,3,Corymbia grandifolia,25,0.0,471,POINT (130.5011398041004 -13.87284702377752),130.50113980410043,-13.872847023777524,0.1463614542474094,0.0,0.13240122868340218,8.333333333333334,0.0,8.333333333333334,6.25,0.0,6.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.009147590890463088,0.0,0.008275076792712636,0.7695821417222751,0.8026824488931257,3.136254104438089,10.20316968541468,7.737196801186315,13.33942378985277,21.84620273276136,4.485091621650249
DD6_1_2,2000-09-14,GDA94,20000914,0.75,3,E. chlorostachys,31,0.0,472,POINT (130.5011398041004 -13.87284702377752),130.50113980410043,-13.872847023777524,0.18148820326678766,0.0,0.16417752356741872,10.333333333333334,0.0,10.333333333333334,7.75,0.0,7.75,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.014065335753176044,0.0,0.012723758076474951,1.9594587437771425,2.035801292235992,5.102226988666455,13.283603431839849,10.357139074250611,18.385830420506306,30.702428238534058,6.896276877449424
DD6_1_2,2000-09-14,GDA94,20000914,0.75,3,others,81,0.0,473,POINT (130.5011398041004 -13.87284702377752),130.50113980410043,-13.872847023777524,0.47421111176160646,0.0,0.42897998093422307,27.0,0.0,27.0,20.25,0.0,20.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0960277501317253,0.0,0.08686844613918017,8.078765490943756,8.426239275500476,32.92314108674928,107.10879408960915,81.22199714013345,140.03193517635845,229.33269780743564,47.08269780743565
DD6_1_2,2000-09-14,GDA94,20000914,0.75,3,dead,0,8.0,474,POINT (130.5011398041004 -13.87284702377752),130.50113980410043,-13.872847023777524,0.0,0.44419766796224325,0.04236839317868869,0.0,2.6666666666666665,2.6666666666666665,0.0,3.5555555555555554,3.5555555555555554,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.01579369486087976,0.0015064317574644867,0.14009815344419727,0.1461238804740552,0.5709376360790405,1.857430356953712,1.408513693229295,2.4283679930327526,3.9769798397062446,0.8164860125457518
DD7_2_2,2000-09-14,GDA94,20000914,0.5,3,Corymbia latifolia,55,0.0,475,POINT (130.2299378406037 -14.13572941813687),130.22993784060367,-14.135729418136874,0.32199519934430065,0.0,0.2912827031034848,18.333333333333332,0.0,18.333333333333332,9.166666666666666,0.0,9.166666666666666,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.029516226606560888,0.0,0.026700914451152774,2.483185043957208,2.5899887017618193,10.119646576986902,32.92222751827137,24.965355011827842,43.04187409525827,70.49041415104332,14.471895632524804
DD7_2_2,2000-09-14,GDA94,20000914,0.5,3,others,12,0.0,476,POINT (130.2299378406037 -14.13572941813687),130.22993784060367,-14.135729418136874,0.07025349803875652,0.0,0.06355258976803305,4.0,0.0,4.0,2.0,0.0,2.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0014050699607751306,0.0,0.0012710517953606608,0.11820781696854146,0.1232920241499841,0.48172863044169045,1.5672068636796948,1.1884334286622178,2.0489354941213853,3.3555767397521445,0.6889100730854781
DD7_2_2,2000-09-14,GDA94,20000914,0.5,3,dead,0,13.0,477,POINT (130.2299378406037 -14.13572941813687),130.22993784060367,-14.135729418136874,0.0,0.7218212104386451,0.06884863891536913,0.0,4.333333333333333,4.333333333333333,0.0,8.666666666666666,8.666666666666666,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.0625578382380159,0.005966882039331991,0.5549200296578752,0.5787875578152032,2.2614482929068247,7.357165554496345,5.579034706775412,9.61861384740317,15.752568583836457,3.2340500653179394
DD7_2_2,2000-09-14,GDA94,20000914,0.5,3,E. tetrodonta,2,0.0,478,POINT (130.2299378406037 -14.13572941813687),130.22993784060367,-14.135729418136874,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,3.90297211326425e-05,0.0,3.530699431557391e-05,0.004307453306500017,0.004483988278077887,0.012039685061610704,0.07629841471595522,0.028210288458143554,0.08833809977756593,0.12014970165589801,0.01913639091904106
DD7_2_2,2000-09-14,GDA94,20000914,0.5,3,E. chlorostachys,19,0.0,479,POINT (130.2299378406037 -14.13572941813687),130.22993784060367,-14.135729418136874,0.11123470522803114,0.0,0.10062493379938565,6.333333333333333,0.0,6.333333333333333,3.1666666666666665,0.0,3.1666666666666665,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.0035224323322209862,0.0,0.0031864562369805453,0.490714260495004,0.5098329979168872,1.2777689510291987,3.3266603114076894,2.5937753769021636,4.604429262436888,7.688918899834055,1.7270592804434555
DD7_1_2,2000-09-14,GDA94,20000914,0.5,3,Corymbia latifolia,36,0.0,480,POINT (130.2293164688139 -14.13559699705018),130.22931646881392,-14.135596997050179,0.21076049411626954,0.0,0.19065776930409914,12.0,0.0,12.0,6.0,0.0,6.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.012645629646976173,0.0,0.011439466158245948,1.0638703527168731,1.109628217349857,4.335557673975214,14.104861773117253,10.69590085795996,18.44041944709247,30.200190657769305,6.200190657769304
DD7_1_2,2000-09-14,GDA94,20000914,0.5,3,others,27,0.0,481,POINT (130.2293164688139 -14.13559699705018),130.22931646881392,-14.135596997050179,0.15807037058720216,0.0,0.14299332697807435,9.0,0.0,9.0,4.5,0.0,4.5,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.007113166676424098,0.0,0.006434699714013345,0.5984270734032411,0.6241658722592945,2.438751191611058,7.933984747378455,6.016444232602478,10.372735938989512,16.987607244995232,3.487607244995233
DD7_1_2,2000-09-14,GDA94,20000914,0.5,3,dead,0,11.0,482,POINT (130.2293164688139 -14.13559699705018),130.22931646881392,-14.135596997050179,0.0,0.6107717934480844,0.05825654062069696,0.0,3.6666666666666665,3.6666666666666665,0.0,7.333333333333333,7.333333333333333,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.044789931519526184,0.004272146312184444,0.3973096070331533,0.41439819228189106,1.6191434523179042,5.26755640292342,3.994456801892455,6.886699855241324,11.278466264166934,2.315503301203969
DD7_1_2,2000-09-14,GDA94,20000914,0.5,3,Eucalyptus sp.,20,0.0,483,POINT (130.2293164688139 -14.13559699705018),130.22931646881392,-14.135596997050179,0.11708916339792752,0.0,0.10592098294672175,6.666666666666667,0.0,6.666666666666667,3.3333333333333335,0.0,3.3333333333333335,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.003902972113264251,0.0,0.003530699431557392,0.32835504713483743,0.342477844861067,1.3381350845602515,4.353352399110264,3.301203968506161,5.691487483670516,9.321046499311514,1.9136390919041064
GRE1_1_1,2000-08-22,GDA94,20000822,0.25,3,E. chlorostachys,8,0.0,781,POINT (131.6732587167268 -15.05964398783893),131.67325871672682,-15.05964398783893,0.046835665359171004,0.0,0.04236839317868869,2.6666666666666665,0.0,2.6666666666666665,0.6666666666666666,0.0,0.6666666666666666,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.00031223776906114,0.0,0.0002824559545245913,0.04349821699678706,0.04519295272393461,0.11326483776436111,0.2948840165236733,0.2299191469830173,0.40814885428803444,0.6815662182678388,0.1530911273523285
GRE1_1_1,2000-08-22,GDA94,20000822,0.25,3,Corymbia dichromphloia,26,0.0,782,POINT (131.6732587167268 -15.05964398783893),131.67325871672682,-15.05964398783893,0.15221591241730578,0.0,0.13769727783073826,8.666666666666666,0.0,8.666666666666666,2.1666666666666665,0.0,2.1666666666666665,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.003298011435708292,0.0,0.0029834410196659957,0.2774600148289376,0.2893937789076016,1.1307241464534123,3.6785827772481725,2.789517353387706,4.809306923701585,7.876284291918228,1.6170250326589697
GRE1_1_1,2000-08-22,GDA94,20000822,0.25,3,E. tetrodonta,11,0.0,783,POINT (131.6732587167268 -15.05964398783893),131.67325871672682,-15.05964398783893,0.06439903986886013,0.0,0.05825654062069696,3.6666666666666665,0.0,3.6666666666666665,0.9166666666666666,0.0,0.9166666666666666,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,0.0005903245321312178,0.0,0.0005340182890230555,0.06515023126081278,0.06782032270592805,0.18210023655686194,1.154013522578823,0.4266806129294214,1.3361137591356849,1.817264237545458,0.2894379126504961
GRE1_1_1,2000-08-22,GDA94,20000822,0.25,3,others,23,0.0,784,POINT (131.6732587167268 -15.05964398783893),131.67325871672682,-15.05964398783893,0.13465253790761664,0.0,0.12180913038873001,7.666666666666667,0.0,7.666666666666667,1.9166666666666667,0.0,1.9166666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.002580840309895986,0.0,0.002334674999117325,0.21712477491791124,0.2264634749143805,0.8848418246654662,2.878654273911662,2.182921124174699,3.7634960985771277,6.163541997669738,1.2653938495215902
GRE1_1_1,2000-08-22,GDA94,20000822,0.25,3,dead,0,14.0,785,POINT (131.6732587167268 -15.05964398783893),131.67325871672682,-15.05964398783893,0.0,0.7773459189339256,0.07414468806270522,0.0,4.666666666666667,4.666666666666667,0.0,18.666666666666668,18.666666666666668,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.1451045715343328,0.013840341771704973,1.2871517847685625,1.3425131518553823,5.245489531476185,17.065141404512232,12.94071955654415,22.310630935988417,36.53850227730113,7.501465240264095
GRE2_2_2,2000-08-24,GDA94,20000824,0.25,3,Eucalyptus tectifica,29,0.0,786,POINT (130.2994499796025 -15.86727691529806),130.2994499796025,-15.867276915298062,0.1697792869269949,0.0,0.15358542527274655,9.666666666666666,0.0,9.666666666666666,2.4166666666666665,0.0,2.4166666666666665,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.004102999434069043,0.0,0.003711647777424708,0.3451832433004979,0.3600298344101967,1.4067145076439644,4.576461709564665,3.470390671892102,5.983176217208629,9.79875013240123,2.011713095364192
GRE2_2_2,2000-08-24,GDA94,20000824,0.25,3,others,9,0.0,787,POINT (130.2994499796025 -15.86727691529806),130.2994499796025,-15.867276915298062,0.052690123529067386,0.0,0.047664442326024785,3.0,0.0,3.0,0.75,0.0,0.75,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0003951759264680054,0.0,0.0003574833174451859,0.033245948522402285,0.03467588179218303,0.13548617731172544,0.44077693040991417,0.3342469018112488,0.5762631077216397,0.9437559580552908,0.19375595805529075
GRE2_2_2,2000-08-24,GDA94,20000824,0.25,3,dead,0,6.0,788,POINT (130.2994499796025 -15.86727691529806),130.2994499796025,-15.867276915298062,0.0,0.3331482509716824,0.03177629488401652,0.0,2.0,2.0,0.0,8.0,8.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.02665186007773459,0.0025421035907213217,0.23641563393708293,0.2465840482999682,0.9634572608833809,3.1344137273593895,2.3768668573244356,4.097870988242771,6.711153479504289,1.3778201461709563
GRE2_2_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia terminalis,24,0.0,789,POINT (130.2994499796025 -15.86727691529806),130.2994499796025,-15.867276915298062,0.14050699607751305,0.0,0.1271051795360661,8.0,0.0,8.0,2.0,0.0,2.0,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.002810139921550261,0.0,0.0025421035907213217,0.23641563393708293,0.2465840482999682,0.9634572608833809,3.1344137273593895,2.3768668573244356,4.097870988242771,6.711153479504289,1.3778201461709563
GRE2_2_2,2000-08-24,GDA94,20000824,0.25,3,Terminalia platyptera,10,0.0,790,POINT (130.2994499796025 -15.86727691529806),130.2994499796025,-15.867276915298062,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,0.8333333333333334,0.0,0.8333333333333334,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0004878715141580314,0.0,0.000441337428944674,0.04104438089185468,0.04280973060763338,0.16726688557003144,0.544169049888783,0.41265049606327014,0.7114359354588145,1.1651308124139392,0.2392048864880133
GRE2_1_2,2000-08-24,GDA94,20000824,0.25,3,Eucalyptus tectifica,37,0.0,791,POINT (130.2995278812348 -15.86631836581235),130.29952788123478,-15.866318365812353,0.2166149522861659,0.0,0.19595381845143525,12.333333333333334,0.0,12.333333333333334,3.0833333333333335,0.0,3.0833333333333335,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0066789610288234495,0.0,0.006041909402252588,0.5618975744094906,0.586065212018501,2.2898836634537307,7.44967429297744,5.6491852911061695,9.739557956431172,15.950640821946832,3.2747148960209027
GRE2_1_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia terminalis,23,0.0,792,POINT (130.2995278812348 -15.86631836581235),130.29952788123478,-15.866318365812353,0.13465253790761664,0.0,0.12180913038873001,7.666666666666667,0.0,7.666666666666667,1.9166666666666667,0.0,1.9166666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.002580840309895986,0.0,0.002334674999117325,0.21712477491791124,0.2264634749143805,0.8848418246654662,2.878654273911662,2.182921124174699,3.7634960985771277,6.163541997669738,1.2653938495215902
GRE2_1_2,2000-08-24,GDA94,20000824,0.25,3,others,23,0.0,793,POINT (130.2995278812348 -15.86631836581235),130.29952788123478,-15.866318365812353,0.13465253790761664,0.0,0.12180913038873001,7.666666666666667,0.0,7.666666666666667,1.9166666666666667,0.0,1.9166666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.002580840309895986,0.0,0.002334674999117325,0.21712477491791124,0.2264634749143805,0.8848418246654662,2.878654273911662,2.182921124174699,3.7634960985771277,6.163541997669738,1.2653938495215902
GRE2_1_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia confertiflora,2,0.0,794,POINT (130.2995278812348 -15.86631836581235),130.29952788123478,-15.866318365812353,0.011708916339792751,0.0,0.010592098294672173,0.6666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,1.951486056632125e-05,0.0,1.7653497157786956e-05,0.0016417752356741868,0.0017123892243053346,0.006690675422801256,0.021766761995551318,0.016506019842530802,0.028457437418352573,0.04660523249655756,0.00956819545952053
GRE3_2_2,2000-08-24,GDA94,20000824,0.25,3,Eucalyptus tectifica,43,0.0,795,POINT (130.4384530742014 -15.91934258505875),130.43845307420142,-15.919342585058748,0.2517417013055442,0.0,0.22773011333545173,14.333333333333334,0.0,14.333333333333334,3.5833333333333335,0.0,3.5833333333333335,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.009020744296782,0.0,0.00816032906118702,0.7589106026903929,0.7915519189351409,3.0927647141898804,10.061685732443596,7.629907672209864,13.154450446633476,21.54326872153373,4.422898351163365
GRE3_2_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia terminalis,27,0.0,796,POINT (130.4384530742014 -15.91934258505875),130.43845307420142,-15.919342585058748,0.15807037058720216,0.0,0.14299332697807435,9.0,0.0,9.0,2.25,0.0,2.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.003556583338212049,0.0,0.0032173498570066726,0.29921353670162054,0.31208293612964727,1.219375595805529,3.9669923736892274,3.008222116301239,5.186367969494756,8.493803622497616,1.7438036224976166
GRE3_2_2,2000-08-24,GDA94,20000824,0.25,3,others,63,0.0,797,POINT (130.4384530742014 -15.91934258505875),130.43845307420142,-15.919342585058748,0.3688308647034717,0.0,0.3336510962821735,21.0,0.0,21.0,5.25,0.0,5.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.019363620396932263,0.0,0.017516682554814107,1.6290514775977119,1.6991182078169684,6.638822688274546,21.598069590085792,16.37809818875119,28.23689227836034,46.24404194470924,9.494041944709245
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Corymbia terminalis,10,0.0,798,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.05854458169896376,0.0,0.05296049147336088,3.3333333333333335,0.0,3.3333333333333335,0.8333333333333334,0.0,0.8333333333333334,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0004878715141580314,0.0,0.000441337428944674,0.04104438089185468,0.04280973060763338,0.16726688557003144,0.544169049888783,0.41265049606327014,0.7114359354588145,1.1651308124139392,0.2392048864880133
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Eucalyptus tectifica,39,0.0,799,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.2283238686259587,0.0,0.2065459167461074,13.0,0.0,13.0,3.25,0.0,3.25,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.007420525730343658,0.0,0.006712742294248491,0.6242850333651097,0.6511360025421036,2.544129329520178,8.27681124880839,6.276414045122339,10.820940578328567,17.721639656816016,3.638306323482682
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Terminalia arostrata,7,0.0,800,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.04098120718927463,0.0,0.03707234403135261,2.3333333333333335,0.0,2.3333333333333335,0.5833333333333334,0.0,0.5833333333333334,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.00023905704193743536,0.0,0.0002162553401828902,0.02011174663700879,0.02097676799774035,0.08196077392931539,0.26664283444550363,0.20219874307100236,0.348603608374819,0.5709140980828301,0.11721039437912649
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,others,43,0.0,801,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.2517417013055442,0.0,0.22773011333545173,14.333333333333334,0.0,14.333333333333334,3.5833333333333335,0.0,3.5833333333333335,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.009020744296782,0.0,0.00816032906118702,0.7589106026903929,0.7915519189351409,3.0927647141898804,10.061685732443596,7.629907672209864,13.154450446633476,21.54326872153373,4.422898351163365
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,dead,0,5.0,802,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.0,0.27762354247640203,0.02648024573668044,0.0,1.6666666666666667,1.6666666666666667,0.0,6.666666666666667,6.666666666666667,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.0,0.01850823616509347,0.001765349715778696,0.16417752356741872,0.1712389224305335,0.6690675422801258,2.176676199555132,1.6506019842530806,2.845743741835258,4.660523249655757,0.9568195459520532
GRE3_1_2,2000-08-24,GDA94,20000824,0.25,3,Terminalia platyptera,6,0.0,803,POINT (130.4380707853804 -15.91943551310959),130.4380707853804,-15.919435513109587,0.03512674901937826,0.0,0.03177629488401652,2.0,0.0,2.0,0.5,0.0,0.5,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.00017563374509689132,0.0,0.0001588814744200826,0.014775977121067683,0.015411503018748012,0.06021607880521131,0.19590085795996184,0.14855417858277722,0.25611693676517316,0.41944709246901807,0.08611375913568477
GRE4_2_2,2000-08-25,GDA94,20000825,0.25,3,Melaleuca viridiflora,105,0.0,804,POINT (130.3630291768292 -15.59481153414553),130.36302917682923,-15.594811534145533,0.6147181078391195,0.0,0.5560851604702891,35.0,0.0,35.0,8.75,0.0,8.75,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.05378783443592296,0.0,0.048657451541150296,4.525142993326978,4.719772799491579,18.441174134095963,59.99463775023831,45.49471719097553,78.43581188433427,128.45567206863677,26.37233873530346
